DEAFI;DEBAN;DEINF;DEMAB;DEPIN;DERAD;DERIN;DESEG;MECIR
1783936958895,73;1500,0;112319708,0;18,0;32419822,96;974852,39;865267,34;124966312,56;933248995,3100001
